inpo,col_name
0,fault_duration_size_idfault_duration_hour__mean_en_all_rows
0,fault_duration_mean_idfault_duration_hour__mean_en_all_rows
0,data_rate_max_idfault_duration_hour__mean_en_all_rows
0,data_rate_min_idfault_duration_hour__mean_en_all_rows
0,data_rate_size_idfault_duration_hour__mean_en_all_rows
0,data_rate_mean_idfault_duration_hour__mean_en_all_rows
0,mcs_max_idfault_duration_hour__mean_en_all_rows
0,mcs_min_idfault_duration_hour__mean_en_all_rows
0,mcs_size_idfault_duration_hour__mean_en_all_rows
0,TA_max_idfault_duration_hour__mean_en_all_rows
0,mcs_mean_idfault_duration_hour__mean_en_all_rows
0,cqi_max_idfault_duration_hour__mean_en_all_rows
0,cqi_min_idfault_duration_hour__mean_en_all_rows
0,resource_utilition_rate_diff3-1_size_idfault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows
0,cqi_size_idfault_duration_hour__mean_en_all_rows
0,cqi_mean_idfault_duration_hour__mean_en_all_rows
0,bler_max_idfault_duration_hour__mean_en_all_rows
0,bler_min_idfault_duration_hour__mean_en_all_rows
0,bler_sum_idfault_duration_hour__mean_en_all_rows
0,bler_size_idfault_duration_hour__mean_en_all_rows
0,bler_mean_idfault_duration_hour__mean_en_all_rows
0,cqi_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_diff1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_diff1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_diff1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff1-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff1-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff1-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff1-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff1-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff1-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff1-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff1-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff1-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff1-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff1-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff1-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff1-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff1-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff1-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff2-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff2-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff2-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff2-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff2-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff1-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff1-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff1-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3_size_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3_size_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff3_max_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff3_min_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff3_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff3_size_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff3_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3_max_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3_min_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3_max_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff3_max_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff3_min_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff3_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff3_size_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff3_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff3_max_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff3_min_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff3_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff3_size_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff3_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff2_max_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3_min_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff1-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff1-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff1-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff1-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff1-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff1-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff1-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff1-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff1-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff1-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff1-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff1-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff1-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff1-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3_size_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff1-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff1-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff1-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff3_max_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff3_min_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff3_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff3_size_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff3_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3_max_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3_min_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,access_success_rate_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,fualty_stuts_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,fualty_stuts_size_idrelation_fault_weekday__mean_en_all_rows_y
0,fualty_stuts_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,relation_max_idrelation_fault_weekday__mean_en_all_rows_y
0,relation_min_idrelation_fault_weekday__mean_en_all_rows_y
0,relation_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,relation_size_idrelation_fault_weekday__mean_en_all_rows_y
0,relation_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,fault_duration_max_idrelation_fault_weekday__mean_en_all_rows_y
0,fault_duration_min_idrelation_fault_weekday__mean_en_all_rows_y
0,fault_duration_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,fault_duration_size_idrelation_fault_weekday__mean_en_all_rows_y
0,fault_duration_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_max_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_min_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_size_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_max_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_min_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_size_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_max_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_min_idrelation_fault_weekday__mean_en_all_rows_y
0,fualty_stuts_min_idrelation_fault_weekday__mean_en_all_rows_y
0,fualty_stuts_max_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,mcs_diff1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_size_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_max_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_min_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_size_idrelation_fault_weekday__mean_en_all_rows_y
0,cqi_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,TA_diff3-1_mean_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_diff3-1_sum_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff3-1_size_idrelation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff3-1_min_idrelation_fault_weekday__mean_en_all_rows_x
0,bler_max_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_min_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_size_idrelation_fault_weekday__mean_en_all_rows_y
0,bler_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_max_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_min_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_size_idrelation_fault_weekday__mean_en_all_rows_y
0,TA_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_max_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_min_idrelation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_size_idrelation_fault_weekday__mean_en_all_rows_y
0,data_rate_diff3-1_max_idrelation_fault_weekday__mean_en_all_rows_x
0,resource_utilition_rate_mean_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_max_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_min_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_sum_idrelation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_size_idrelation_fault_weekday__mean_en_all_rows_y
